cleaned_name,adjusted_loc_col
Lough Nawnaghaneekyne has a rich history and is well-known among locals.,"[(0, 21, 'LOC')]"
Curardacrugh has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
Many people visit Clogmore South every year for its scenic views.,"[(18, 32, 'LOC')]"
Hiking enthusiasts often explore the area around Blake’s Lodge.,"[(49, 62, 'LOC')]"
Banraghbaun is a popular tourist destination.,"[(0, 11, 'LOC')]"
The peaceful surroundings of Keenaunnagark make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Lough Naskanniva is a popular tourist destination.,"[(0, 16, 'LOC')]"
The peaceful surroundings of Loughaunevneen make it a great place for a getaway.,"[(29, 43, 'LOC')]"
The peaceful surroundings of Lough Astickeen make it a great place for a getaway.,"[(29, 44, 'LOC')]"
Lough Nahoga is a popular tourist destination.,"[(0, 12, 'LOC')]"
Curranavilla has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
Many people visit Lough Adooraun every year for its scenic views.,"[(18, 32, 'LOC')]"
The region surrounding Lough Oughteraglanna is known for its natural beauty.,"[(23, 43, 'LOC')]"
The peaceful surroundings of Derroogh make it a great place for a getaway.,"[(29, 37, 'LOC')]"
Many people visit Knocknafaska every year for its scenic views.,"[(18, 30, 'LOC')]"
Cashla River is a popular tourist destination.,"[(0, 12, 'LOC')]"
The peaceful surroundings of Lough Vauracruffaun make it a great place for a getaway.,"[(29, 48, 'LOC')]"
Many people visit Lough Carrafinla every year for its scenic views.,"[(18, 34, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Corraundahy.,"[(49, 66, 'LOC')]"
Many people visit Lough Namroughania every year for its scenic views.,"[(18, 36, 'LOC')]"
Loughaunveeny is a popular tourist destination.,"[(0, 13, 'LOC')]"
Derrykyle has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
Lough Naskeha is a popular tourist destination.,"[(0, 13, 'LOC')]"
The peaceful surroundings of Evneenmore Island make it a great place for a getaway.,"[(29, 46, 'LOC')]"
Camus Eighter has a rich history and is well-known among locals.,"[(0, 13, 'LOC')]"
Hiking enthusiasts often explore the area around Muckareaghederdauhaulia.,"[(49, 72, 'LOC')]"
Inisheltia is a popular tourist destination.,"[(0, 10, 'LOC')]"
The peaceful surroundings of Loughaumultera make it a great place for a getaway.,"[(29, 43, 'LOC')]"
The peaceful surroundings of Lough Knockaunawaddy make it a great place for a getaway.,"[(29, 49, 'LOC')]"
Many people visit Lackadunna every year for its scenic views.,"[(18, 28, 'LOC')]"
Lough Nafurnace has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
Knocknaggivhan has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
Hiking enthusiasts often explore the area around Shannawona Lough.,"[(49, 65, 'LOC')]"
Shannadullaghaun Lough has a rich history and is well-known among locals.,"[(0, 22, 'LOC')]"
Loughaumerin has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
The peaceful surroundings of Lough Aclogher make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Lough Enoer has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Many people visit Lough Carrickillawallia every year for its scenic views.,"[(18, 41, 'LOC')]"
The peaceful surroundings of Muckanaghkillew make it a great place for a getaway.,"[(29, 44, 'LOC')]"
Many people visit Keeraunduff every year for its scenic views.,"[(18, 29, 'LOC')]"
Many people visit Bovroughaun Lough every year for its scenic views.,"[(18, 35, 'LOC')]"
Lough Navreaghly is a popular tourist destination.,"[(0, 16, 'LOC')]"
Hiking enthusiasts often explore the area around Knockadoagh.,"[(49, 60, 'LOC')]"
Many people visit Loughaumnacrossy every year for its scenic views.,"[(18, 34, 'LOC')]"
Lough Bonramush is a popular tourist destination.,"[(0, 15, 'LOC')]"
The peaceful surroundings of Lough Crockaillenalee make it a great place for a getaway.,"[(29, 50, 'LOC')]"
The region surrounding Lough Ugga More is known for its natural beauty.,"[(23, 38, 'LOC')]"
Lough Nambrackmore has a rich history and is well-known among locals.,"[(0, 18, 'LOC')]"
Many people visit Lough Ergooa every year for its scenic views.,"[(18, 30, 'LOC')]"
Lough Canagun is a popular tourist destination.,"[(0, 13, 'LOC')]"
Many people visit Tullynasheoy every year for its scenic views.,"[(18, 30, 'LOC')]"
The region surrounding Tullaghalaher Hill is known for its natural beauty.,"[(23, 41, 'LOC')]"
The region surrounding Loughaunbeg is known for its natural beauty.,"[(23, 34, 'LOC')]"
Hiking enthusiasts often explore the area around Tonaghmore.,"[(49, 59, 'LOC')]"
Hiking enthusiasts often explore the area around Knocknalee.,"[(49, 59, 'LOC')]"
The region surrounding Cantronlahan is known for its natural beauty.,"[(23, 35, 'LOC')]"
Hiking enthusiasts often explore the area around Ballinteemore.,"[(49, 62, 'LOC')]"
The peaceful surroundings of Carnarona Point make it a great place for a getaway.,"[(29, 44, 'LOC')]"
The region surrounding Ballinluggaun is known for its natural beauty.,"[(23, 36, 'LOC')]"
Tievegarriff has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
The peaceful surroundings of Dooletter make it a great place for a getaway.,"[(29, 38, 'LOC')]"
Crumlin River has a rich history and is well-known among locals.,"[(0, 13, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Natawneighter.,"[(49, 68, 'LOC')]"
Hiking enthusiasts often explore the area around Loughanillaunmore.,"[(49, 66, 'LOC')]"
Many people visit Lough Bealanambrack every year for its scenic views.,"[(18, 37, 'LOC')]"
Hiking enthusiasts often explore the area around Loughaunayella.,"[(49, 63, 'LOC')]"
The region surrounding Ardderroo Lough is known for its natural beauty.,"[(23, 38, 'LOC')]"
Lough Naweelan is a popular tourist destination.,"[(0, 14, 'LOC')]"
Many people visit Lough Seccon every year for its scenic views.,"[(18, 30, 'LOC')]"
Many people visit Lough Uggool every year for its scenic views.,"[(18, 30, 'LOC')]"
Lough Namoreleen is a popular tourist destination.,"[(0, 16, 'LOC')]"
Knockwaumnamoe is a popular tourist destination.,"[(0, 14, 'LOC')]"
Rusheeny is a popular tourist destination.,"[(0, 8, 'LOC')]"
Shannaghree Lough is a popular tourist destination.,"[(0, 17, 'LOC')]"
Many people visit Buffy Lough every year for its scenic views.,"[(18, 29, 'LOC')]"
The region surrounding Bunnagippaun is known for its natural beauty.,"[(23, 35, 'LOC')]"
Many people visit Letter Lodge every year for its scenic views.,"[(18, 30, 'LOC')]"
Cockernarusheeny has a rich history and is well-known among locals.,"[(0, 16, 'LOC')]"
The region surrounding Saliahoona Point is known for its natural beauty.,"[(23, 39, 'LOC')]"
Saliahoona has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Many people visit Bohoona every year for its scenic views.,"[(18, 25, 'LOC')]"
Hiking enthusiasts often explore the area around Shannagurraun.,"[(49, 62, 'LOC')]"
The peaceful surroundings of Keeraunduff Hill make it a great place for a getaway.,"[(29, 45, 'LOC')]"
Knockagurraun is a popular tourist destination.,"[(0, 13, 'LOC')]"
The peaceful surroundings of Gortgar make it a great place for a getaway.,"[(29, 36, 'LOC')]"
The peaceful surroundings of Lettergunnet make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Hiking enthusiasts often explore the area around Poll.,"[(49, 53, 'LOC')]"
Owenboliska has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Ballintleva has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
The peaceful surroundings of Derryloughaun make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Many people visit Derryoughter every year for its scenic views.,"[(18, 30, 'LOC')]"
Allaphreaghaun has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
Many people visit Furbogh every year for its scenic views.,"[(18, 25, 'LOC')]"
The peaceful surroundings of Slieveaneena Lough make it a great place for a getaway.,"[(29, 47, 'LOC')]"
The peaceful surroundings of Finisklin make it a great place for a getaway.,"[(29, 38, 'LOC')]"
Keaigh has a rich history and is well-known among locals.,"[(0, 6, 'LOC')]"
The region surrounding Tullaghnanoon is known for its natural beauty.,"[(23, 36, 'LOC')]"
Hiking enthusiasts often explore the area around Knockranny.,"[(49, 59, 'LOC')]"
The region surrounding Lough Atavamore is known for its natural beauty.,"[(23, 38, 'LOC')]"
The region surrounding Tawnybeg is known for its natural beauty.,"[(23, 31, 'LOC')]"
The region surrounding Pollena is known for its natural beauty.,"[(23, 30, 'LOC')]"
The peaceful surroundings of Knockaunranny make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Shanballyoghery is a popular tourist destination.,"[(0, 15, 'LOC')]"
Newtown Hill is a popular tourist destination.,"[(0, 12, 'LOC')]"
Many people visit Drimmavohaun every year for its scenic views.,"[(18, 30, 'LOC')]"
Danesfield House is a popular tourist destination.,"[(0, 16, 'LOC')]"
Hiking enthusiasts often explore the area around Killaguile.,"[(49, 59, 'LOC')]"
Many people visit Drimneen River every year for its scenic views.,"[(18, 32, 'LOC')]"
The region surrounding Killarone is known for its natural beauty.,"[(23, 32, 'LOC')]"
The region surrounding Porridgetown is known for its natural beauty.,"[(23, 35, 'LOC')]"
The region surrounding Laghtgannon is known for its natural beauty.,"[(23, 34, 'LOC')]"
The peaceful surroundings of Gortnagroagh make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Naneerin.,"[(49, 63, 'LOC')]"
The region surrounding Rossachill is known for its natural beauty.,"[(23, 33, 'LOC')]"
The peaceful surroundings of Gortnandarragh make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Garrynagry has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Many people visit Corranellistrum every year for its scenic views.,"[(18, 33, 'LOC')]"
Many people visit Srue every year for its scenic views.,"[(18, 22, 'LOC')]"
Many people visit Kylemare every year for its scenic views.,"[(18, 26, 'LOC')]"
Oghery Castle is a popular tourist destination.,"[(0, 13, 'LOC')]"
The peaceful surroundings of Deerfield House make it a great place for a getaway.,"[(29, 44, 'LOC')]"
The region surrounding Killannin is known for its natural beauty.,"[(23, 32, 'LOC')]"
The peaceful surroundings of Drincong House make it a great place for a getaway.,"[(29, 43, 'LOC')]"
The region surrounding Knock River is known for its natural beauty.,"[(23, 34, 'LOC')]"
Many people visit Corranroo Bay every year for its scenic views.,"[(18, 31, 'LOC')]"
Hiking enthusiasts often explore the area around Geehy.,"[(49, 54, 'LOC')]"
Many people visit Cloosh every year for its scenic views.,"[(18, 24, 'LOC')]"
Hiking enthusiasts often explore the area around Knockakilleen.,"[(49, 62, 'LOC')]"
The peaceful surroundings of Knockgarra make it a great place for a getaway.,"[(29, 39, 'LOC')]"
The region surrounding Tawnagh is known for its natural beauty.,"[(23, 30, 'LOC')]"
Carrownamaddra has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
Hiking enthusiasts often explore the area around Crossooha.,"[(49, 58, 'LOC')]"
The region surrounding Deorus House is known for its natural beauty.,"[(23, 35, 'LOC')]"
The peaceful surroundings of Tarrea make it a great place for a getaway.,"[(29, 35, 'LOC')]"
Many people visit Mulroog every year for its scenic views.,"[(18, 25, 'LOC')]"
The peaceful surroundings of Cartrongarv make it a great place for a getaway.,"[(29, 40, 'LOC')]"
Gortaboy is a popular tourist destination.,"[(0, 8, 'LOC')]"
Hiking enthusiasts often explore the area around Owenbristy.,"[(49, 59, 'LOC')]"
The peaceful surroundings of Killeenavarra make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Cloghballymore House is a popular tourist destination.,"[(0, 20, 'LOC')]"
The region surrounding Lough Fingall is known for its natural beauty.,"[(23, 36, 'LOC')]"
Many people visit Tullaghnafrankagh Lough every year for its scenic views.,"[(18, 41, 'LOC')]"
The region surrounding Caherpeak is known for its natural beauty.,"[(23, 32, 'LOC')]"
The region surrounding Eddy Point is known for its natural beauty.,"[(23, 33, 'LOC')]"
The region surrounding Mweenisharan is known for its natural beauty.,"[(23, 35, 'LOC')]"
Tyrone has a rich history and is well-known among locals.,"[(0, 6, 'LOC')]"
Druinacoo has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
Corraduff has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
The peaceful surroundings of Ballynamanagh make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Ballynacloghy has a rich history and is well-known among locals.,"[(0, 13, 'LOC')]"
The region surrounding Inishcorra is known for its natural beauty.,"[(23, 33, 'LOC')]"
Hiking enthusiasts often explore the area around Mweeloon Bay.,"[(49, 61, 'LOC')]"
The peaceful surroundings of Saint Brendan’s Island make it a great place for a getaway.,"[(29, 51, 'LOC')]"
Many people visit Ardfry House every year for its scenic views.,"[(18, 30, 'LOC')]"
Caranavoodaun is a popular tourist destination.,"[(0, 13, 'LOC')]"
Ballynabucky has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
The peaceful surroundings of Larkvale House make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Killeelybeg is a popular tourist destination.,"[(0, 11, 'LOC')]"
Roevehagh has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
Many people visit Killeeneenmore every year for its scenic views.,"[(18, 32, 'LOC')]"
Grannagh is a popular tourist destination.,"[(0, 8, 'LOC')]"
Moneen East is a popular tourist destination.,"[(0, 11, 'LOC')]"
Many people visit Manninard every year for its scenic views.,"[(18, 27, 'LOC')]"
Emlagh Cross Roads has a rich history and is well-known among locals.,"[(0, 18, 'LOC')]"
Many people visit Aggard House every year for its scenic views.,"[(18, 30, 'LOC')]"
The peaceful surroundings of Aggard Stream make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Many people visit Shanelogh every year for its scenic views.,"[(18, 27, 'LOC')]"
Ballymanagh House has a rich history and is well-known among locals.,"[(0, 17, 'LOC')]"
Ballylin is a popular tourist destination.,"[(0, 8, 'LOC')]"
Many people visit Toberelatan every year for its scenic views.,"[(18, 29, 'LOC')]"
The Fishpond Cross Roads has a rich history and is well-known among locals.,"[(0, 24, 'LOC')]"
Hiking enthusiasts often explore the area around Calluragh.,"[(49, 58, 'LOC')]"
Three Kings Gap is a popular tourist destination.,"[(0, 15, 'LOC')]"
The peaceful surroundings of Kylegarriff make it a great place for a getaway.,"[(29, 40, 'LOC')]"
The region surrounding Abbeyville House is known for its natural beauty.,"[(23, 39, 'LOC')]"
The peaceful surroundings of Knockauncoura make it a great place for a getaway.,"[(29, 42, 'LOC')]"
The peaceful surroundings of Coorheen House make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Many people visit Killeenadeema East every year for its scenic views.,"[(18, 36, 'LOC')]"
Hiking enthusiasts often explore the area around Ardnadoman.,"[(49, 59, 'LOC')]"
Hiking enthusiasts often explore the area around Newmannin.,"[(49, 58, 'LOC')]"
Lynchfort House is a popular tourist destination.,"[(0, 15, 'LOC')]"
The region surrounding Killilan Bridge is known for its natural beauty.,"[(23, 38, 'LOC')]"
Riverview Castle is a popular tourist destination.,"[(0, 16, 'LOC')]"
Caherkinmonwee has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
The region surrounding Ballywinna is known for its natural beauty.,"[(23, 33, 'LOC')]"
Hollypark House has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
